item,cond,Q1,Q1O1,Q1O2,Q1O3,Q1corr_ans,Q2,Q2O1,Q2O2,Q2O3,Q2corr_ans,Q3,Q3O1,Q3O2,Q3O3,Q3corr_ans
17,4,"Rockport's tourism board wants to advertise the local festivals in a county newspaper, which is the most popular festival in Rockport?",A.The folk music festival ,B. The sailing festival ,C.There is not enough information,A.The Folk music Festival ,All of the teams are competent and skilled but which team is most likely to win the race? ,A.The blue team,B.The green team,C.There is not enough information,C.There is not enough information,Rockport has ___,A.Many events that take place throughout the year,B.One event that takes place throughout the year,C.There is not enough information,A.Many events that take place throughout the year
17,5,All of the teams are competent and skilled but which team is most likely to win the race? ,A.The blue team,B.The green team,C.There is not enough information,C.There is not enough information,"Rockport's tourism board wants to advertise the local festivals in a county newspaper, which is the most popular festival in Rockport?",A.The folk music festival ,B. The sailing festival ,C.There is not enough information,C.There is not enough information,Rockport has ___,A.Many events that take place throughout the year,B.One event that takes place throughout the year,C.There is not enough information,A.Many events that take place throughout the year
17,6,All of the teams are competent and skilled but which team is most likely to win the race? ,A.The blue team,B.The green team,C.There is not enough information,A.Team Blue,"Rockport's tourism board wants to advertise the local festivals in a county newspaper, which is the most popular festival in Rockport?",A.The folk music festival ,B. The sailing festival ,C.There is not enough information,A.The Folk music Festival ,Rockport has ___,A.Many events that take place throughout the year,B.One event that takes place throughout the year,C.There is not enough information,A.Many events that take place throughout the year
17,7,All of the teams are competent and skilled but which team is most likely to win the race? ,A.The blue team,B.The green team,C.There is not enough information,C.There is not enough information,"Rockport's tourism board wants to advertise the local festivals in a county newspaper, which is the most popular festival in Rockport?",A.The folk music festival ,B. The sailing festival ,C.There is not enough information,A.The Folk music Festival ,Rockport has ___,A.Many events that take place throughout the year,B.One event that takes place throughout the year,C.There is not enough information,A.Many events that take place throughout the year
17,8,All of the teams are competent and skilled but which team is most likely to win the race? ,A.The blue team,B.The green team,C.There is not enough information,A.Team Blue,"Rockport's tourism board wants to advertise the local festivals in a county newspaper, which is the most popular festival in Rockport?",A.The folk music festival ,B. The sailing festival ,C.There is not enough information,C.There is not enough information,Rockport has ___,A.Many events that take place throughout the year,B.One event that takes place throughout the year,C.There is not enough information,A.Many events that take place throughout the year
18,1,Which local company is likely to put the least amount of money toward tourism board?s Project?,A.Farmer Jack?s farm,B. The bus company ,C.There is not enough information,C.There is not enough information,A local archaeologist is has gone to the patch of grass that is the new potential dig site to investigate further but has forgotten his water bottle at the rest stop. Which way does he need to go to get his water?,A.Up the hill,B.Down the hill ,C.There is not enough information,C.There is not enough information,The Kingsley Hills tourism board wants to build a ,A.Picknick area ,B.Museum ,C.There is not enough information,B.Museum 
18,2,Which local company is likely to put the least amount of money toward tourism board?s Project?,A.Farmer Jack?s farm,B. The bus company ,C.There is not enough information,A.Farmer Jack?s farm,A local archaeologist is has gone to the patch of grass that is the new potential dig site to investigate further but has forgotten his water bottle at the rest stop. Which way does he need to go to get his water?,A.Up the hill,B.Down the hill ,C.There is not enough information,B.Down the hill ,The Kingsley Hills tourism board wants to build a ,A.Picknick area ,B.Museum ,C.There is not enough information,B.Museum 
18,3,Which local company is likely to put the least amount of money toward tourism board?s Project?,A.Farmer Jack?s farm,B. The bus company ,C.There is not enough information,C.There is not enough information,A local archaeologist is has gone to the patch of grass that is the new potential dig site to investigate further but has forgotten his water bottle at the rest stop. Which way does he need to go to get his water?,A.Up the hill,B.Down the hill ,C.There is not enough information,B.Down the hill ,The Kingsley Hills tourism board wants to build a ,A.Picknick area ,B.Museum ,C.There is not enough information,B.Museum 
18,4,Which local company is likely to put the least amount of money toward tourism board?s Project?,A.Farmer Jack?s farm,B. The bus company ,C.There is not enough information,A.Farmer Jack?s farm,A local archaeologist is has gone to the patch of grass that is the new potential dig site to investigate further but has forgotten his water bottle at the rest stop. Which way does he need to go to get his water?,A.Up the hill,B.Down the hill ,C.There is not enough information,C.There is not enough information,The Kingsley Hills tourism board wants to build a ,A.Picknick area ,B.Museum ,C.There is not enough information,B.Museum 
18,5,A local archaeologist is has gone to the patch of grass that is the new potential dig site to investigate further but has forgotten his water bottle at the rest stop. Which way does he need to go to get his water?,A.Up the hill,B.Down the hill ,C.There is not enough information,C.There is not enough information,Which local company is likely to put the least amount of money toward tourism board?s Project?,A.Farmer Jack?s farm,B. The bus company ,C.There is not enough information,C.There is not enough information,The Kingsley Hills tourism board wants to build a ,A.Picknick area ,B.Museum ,C.There is not enough information,B.Museum 
18,6,A local archaeologist is has gone to the patch of grass that is the new potential dig site to investigate further but has forgotten his water bottle at the rest stop. Which way does he need to go to get his water?,A.Up the hill,B.Down the hill ,C.There is not enough information,B.Down the hill ,Which local company is likely to put the least amount of money toward tourism board?s Project?,A.Farmer Jack?s farm,B. The bus company ,C.There is not enough information,A.Farmer Jack?s farm,The Kingsley Hills tourism board wants to build a ,A.Picknick area ,B.Museum ,C.There is not enough information,B.Museum 
18,7,A local archaeologist is has gone to the patch of grass that is the new potential dig site to investigate further but has forgotten his water bottle at the rest stop. Which way does he need to go to get his water?,A.Up the hill,B.Down the hill ,C.There is not enough information,C.There is not enough information,Which local company is likely to put the least amount of money toward tourism board?s Project?,A.Farmer Jack?s farm,B. The bus company ,C.There is not enough information,A.Farmer Jack?s farm,The Kingsley Hills tourism board wants to build a ,A.Picknick area ,B.Museum ,C.There is not enough information,B.Museum 
18,8,A local archaeologist is has gone to the patch of grass that is the new potential dig site to investigate further but has forgotten his water bottle at the rest stop. Which way does he need to go to get his water?,A.Up the hill,B.Down the hill ,C.There is not enough information,B.Down the hill ,Which local company is likely to put the least amount of money toward tourism board?s Project?,A.Farmer Jack?s farm,B. The bus company ,C.There is not enough information,C.There is not enough information,The Kingsley Hills tourism board wants to build a ,A.Picknick area ,B.Museum ,C.There is not enough information,B.Museum 
19,1,All of the McMurphy?s are liked by their patrons but who is the least popular? ,A.Frank,B.Susan,C.There is not enough information,C.There is not enough information,"Susan has just put her favourite song on the jukebox, she now wants to have a beer. Which way does she need to go to reach the bar?",A.Left,B.Right,C.There is not enough information,C.There is not enough information,The pub is called___,A.Frank's Pub,B.McMurphy's pub,C.There is not enough information,B.McMurphy's Pub 
19,2,All of the McMurphy?s are liked by their patrons but who is the least popular? ,A.Frank,B.Susan,C.There is not enough information,A.Frank,"Susan has just put her favourite song on the jukebox, she now wants to have a beer. Which way does she need to go to reach the bar?",A.Left,B.Right,C.There is not enough information,A.Left,The pub is called___,A.Frank's Pub,B.McMurphy's pub,C.There is not enough information,B.McMurphy's Pub 
19,3,All of the McMurphy?s are liked by their patrons but who is the least popular? ,A.Frank,B.Susan,C.There is not enough information,C.There is not enough information,"Susan has just put her favourite song on the jukebox, she now wants to have a beer. Which way does she need to go to reach the bar?",A.Left,B.Right,C.There is not enough information,A.Left,The pub is called___,A.Frank's Pub,B.McMurphy's pub,C.There is not enough information,B.McMurphy's Pub 
19,4,All of the McMurphy?s are liked by their patrons but who is the least popular? ,A.Frank,B.Susan,C.There is not enough information,A.Frank,"Susan has just put her favourite song on the jukebox, she now wants to have a beer. Which way does she need to go to reach the bar?",A.Left,B.Right,C.There is not enough information,C.There is not enough information,The pub is called___,A.Frank's Pub,B.McMurphy's pub,C.There is not enough information,B.McMurphy's Pub 
19,5,"Susan has just put her favourite song on the jukebox, she now wants to have a beer. Which way does she need to go to reach the bar?",A.Left,B.Right,C.There is not enough information,C.There is not enough information,All of the McMurphy?s are liked by their patrons but who is the least popular? ,A.Frank,B.Susan,C.There is not enough information,C.There is not enough information,The pub is called___,A.Frank's Pub,B.McMurphy's pub,C.There is not enough information,B.McMurphy's Pub 
19,6,"Susan has just put her favourite song on the jukebox, she now wants to have a beer. Which way does she need to go to reach the bar?",A.Left,B.Right,C.There is not enough information,A.Left,All of the McMurphy?s are liked by their patrons but who is the least popular? ,A.Frank,B.Susan,C.There is not enough information,A.Frank,The pub is called___,A.Frank's Pub,B.McMurphy's pub,C.There is not enough information,B.McMurphy's Pub 
19,7,"Susan has just put her favourite song on the jukebox, she now wants to have a beer. Which way does she need to go to reach the bar?",A.Left,B.Right,C.There is not enough information,C.There is not enough information,All of the McMurphy?s are liked by their patrons but who is the least popular? ,A.Frank,B.Susan,C.There is not enough information,A.Frank,The pub is called___,A.Frank's Pub,B.McMurphy's pub,C.There is not enough information,B.McMurphy's Pub 
19,8,"Susan has just put her favourite song on the jukebox, she now wants to have a beer. Which way does she need to go to reach the bar?",A.Left,B.Right,C.There is not enough information,A.Left,All of the McMurphy?s are liked by their patrons but who is the least popular? ,A.Frank,B.Susan,C.There is not enough information,C.There is not enough information,The pub is called___,A.Frank's Pub,B.McMurphy's pub,C.There is not enough information,B.McMurphy's Pub 
20,1,"A new captain wants to hire a local fisherman who knows the waters, whom should he approach? ",A.Melvin,B.Herman,C.There is not enough information,C.There is not enough information,Which sailing boat from Rockport is most likely to be the fastest? ,A.The King Charles,B.The Fast Kitten,C.There is not enough information,C.There is not enough information,The fishermen of Rockport are not out at sea because____,A.There is a storm,B.The regatta is taking place,C.There is not enough information,B.The regatta is taking place
20,2,"A new captain wants to hire a local fisherman who knows the waters, whom should he approach? ",A.Melvin,B.Herman,C.There is not enough information,B.Herman,Which sailing boat from Rockport is most likely to be the fastest? ,A.The King Charles,B.The Fast Kitten,C.There is not enough information,A.The King Fisher,The fishermen of Rockport are not out at sea because____,A.There is a storm,B.The regatta is taking place,C.There is not enough information,B.The regatta is taking place
20,3,"A new captain wants to hire a local fisherman who knows the waters, whom should he approach? ",A.Melvin,B.Herman,C.There is not enough information,C.There is not enough information,Which sailing boat from Rockport is most likely to be the fastest? ,A.The King Charles,B.The Fast Kitten,C.There is not enough information,A.The King Fisher,The fishermen of Rockport are not out at sea because____,A.There is a storm,B.The regatta is taking place,C.There is not enough information,B.The regatta is taking place
20,4,"A new captain wants to hire a local fisherman who knows the waters, whom should he approach? ",A.Melvin,B.Herman,C.There is not enough information,B.Herman,Which sailing boat from Rockport is most likely to be the fastest? ,A.The King Charles,B.The Fast Kitten,C.There is not enough information,C.There is not enough information,The fishermen of Rockport are not out at sea because____,A.There is a storm,B.The regatta is taking place,C.There is not enough information,B.The regatta is taking place
20,5,Which sailing boat from Rockport is most likely to be the fastest? ,A.The King Charles,B.The Fast Kitten,C.There is not enough information,C.There is not enough information,"A new captain wants to hire a local fisherman who knows the waters, whom should he approach? ",A.Melvin,B.Herman,C.There is not enough information,C.There is not enough information,The fishermen of Rockport are not out at sea because____,A.There is a storm,B.The regatta is taking place,C.There is not enough information,B.The regatta is taking place
20,6,Which sailing boat from Rockport is most likely to be the fastest? ,A.The King Charles,B.The Fast Kitten,C.There is not enough information,A.The King Fisher,"A new captain wants to hire a local fisherman who knows the waters, whom should he approach? ",A.Melvin,B.Herman,C.There is not enough information,B.Herman,The fishermen of Rockport are not out at sea because____,A.There is a storm,B.The regatta is taking place,C.There is not enough information,B.The regatta is taking place
20,7,Which sailing boat from Rockport is most likely to be the fastest? ,A.The King Charles,B.The Fast Kitten,C.There is not enough information,C.There is not enough information,"A new captain wants to hire a local fisherman who knows the waters, whom should he approach? ",A.Melvin,B.Herman,C.There is not enough information,B.Herman,The fishermen of Rockport are not out at sea because____,A.There is a storm,B.The regatta is taking place,C.There is not enough information,B.The regatta is taking place
20,8,Which sailing boat from Rockport is most likely to be the fastest? ,A.The King Charles,B.The Fast Kitten,C.There is not enough information,A.The King Fisher,"A new captain wants to hire a local fisherman who knows the waters, whom should he approach? ",A.Melvin,B.Herman,C.There is not enough information,C.There is not enough information,The fishermen of Rockport are not out at sea because____,A.There is a storm,B.The regatta is taking place,C.There is not enough information,B.The regatta is taking place
21,1,Which Nation?s team is the least funded team exploring Dogger bank?,A.Great Britian?s,B.Demark?s,C.There is not enough information,C.There is not enough information,"A diver that was having a few problems at the surface has now reached the remote control submarine. She wants to reach the other divers, does she need to go up or down?",A.Up,B.Down,C.There is not enough information,C.There is not enough information,Dogger bank is___,A. An Island,B. Under water,C.There is not enough information,B. Under water
21,2,Which Nation?s team is the least funded team exploring Dogger bank?,A.Great Britian?s,B.Demark?s,C.There is not enough information,A.Great Britian?s,"A diver that was having a few problems at the surface has now reached the remote control submarine. She wants to reach the other divers, does she need to go up or down?",A.Up,B.Down,C.There is not enough information,B.Down,Dogger bank is___,A. An Island,B. Under water,C.There is not enough information,B. Under water
21,3,Which Nation?s team is the least funded team exploring Dogger bank?,A.Great Britian?s,B.Demark?s,C.There is not enough information,C.There is not enough information,"A diver that was having a few problems at the surface has now reached the remote control submarine. She wants to reach the other divers, does she need to go up or down?",A.Up,B.Down,C.There is not enough information,B.Down,Dogger bank is___,A. An Island,B. Under water,C.There is not enough information,B. Under water
21,4,Which Nation?s team is the least funded team exploring Dogger bank?,A.Great Britian?s,B.Demark?s,C.There is not enough information,A.Great Britian?s,"A diver that was having a few problems at the surface has now reached the remote control submarine. She wants to reach the other divers, does she need to go up or down?",A.Up,B.Down,C.There is not enough information,C.There is not enough information,Dogger bank is___,A. An Island,B. Under water,C.There is not enough information,B. Under water
21,5,"A diver that was having a few problems at the surface has now reached the remote control submarine. She wants to reach the other divers, does she need to go up or down?",A.Up,B.Down,C.There is not enough information,C.There is not enough information,Which Nation?s team is the least funded team exploring Dogger bank?,A.Great Britian?s,B.Demark?s,C.There is not enough information,C.There is not enough information,Dogger bank is___,A. An Island,B. Under water,C.There is not enough information,B. Under water
21,6,"A diver that was having a few problems at the surface has now reached the remote control submarine. She wants to reach the other divers, does she need to go up or down?",A.Up,B.Down,C.There is not enough information,B.Down,Which Nation?s team is the least funded team exploring Dogger bank?,A.Great Britian?s,B.Demark?s,C.There is not enough information,A.Great Britian?s,Dogger bank is___,A. An Island,B. Under water,C.There is not enough information,B. Under water
21,7,"A diver that was having a few problems at the surface has now reached the remote control submarine. She wants to reach the other divers, does she need to go up or down?",A.Up,B.Down,C.There is not enough information,C.There is not enough information,Which Nation?s team is the least funded team exploring Dogger bank?,A.Great Britian?s,B.Demark?s,C.There is not enough information,A.Great Britian?s,Dogger bank is___,A. An Island,B. Under water,C.There is not enough information,B. Under water
21,8,"A diver that was having a few problems at the surface has now reached the remote control submarine. She wants to reach the other divers, does she need to go up or down?",A.Up,B.Down,C.There is not enough information,B.Down,Which Nation?s team is the least funded team exploring Dogger bank?,A.Great Britian?s,B.Demark?s,C.There is not enough information,C.There is not enough information,Dogger bank is___,A. An Island,B. Under water,C.There is not enough information,B. Under water
22,1,Who is least likely to come in and help with the catering?,A.Amanda ,B.Jess,C.There is not enough information,C.There is not enough information,The lifeguard wants to quickly check everything is up to scratch and is standing infront of the water filter facing the pool. In which direction does he need to look to find the loose paving slab? ,A.Left,B.Right ,C.There is not enough information,C.There is not enough information,The pool has recently been refurbished before___,A.The start of summer,B.The start of winter,C.There is not enough information,A.The start of summer
22,2,Who is least likely to come in and help with the catering?,A.Amanda ,B.Jess,C.There is not enough information,A.Amanda ,The lifeguard wants to quickly check everything is up to scratch and is standing infront of the water filter facing the pool. In which direction does he need to look to find the loose paving slab? ,A.Left,B.Right ,C.There is not enough information,A.Left,The pool has recently been refurbished before___,A.The start of summer,B.The start of winter,C.There is not enough information,A.The start of summer
22,3,Who is least likely to come in and help with the catering?,A.Amanda ,B.Jess,C.There is not enough information,C.There is not enough information,The lifeguard wants to quickly check everything is up to scratch and is standing infront of the water filter facing the pool. In which direction does he need to look to find the loose paving slab? ,A.Left,B.Right ,C.There is not enough information,A.Left,The pool has recently been refurbished before___,A.The start of summer,B.The start of winter,C.There is not enough information,A.The start of summer
22,4,Who is least likely to come in and help with the catering?,A.Amanda ,B.Jess,C.There is not enough information,A.Amanda ,The lifeguard wants to quickly check everything is up to scratch and is standing infront of the water filter facing the pool. In which direction does he need to look to find the loose paving slab? ,A.Left,B.Right ,C.There is not enough information,C.There is not enough information,The pool has recently been refurbished before___,A.The start of summer,B.The start of winter,C.There is not enough information,A.The start of summer
22,5,The lifeguard wants to quickly check everything is up to scratch and is standing infront of the water filter facing the pool. In which direction does he need to look to find the loose paving slab? ,A.Left,B.Right ,C.There is not enough information,C.There is not enough information,Who is least likely to come in and help with the catering?,A.Amanda ,B.Jess,C.There is not enough information,C.There is not enough information,The pool has recently been refurbished before___,A.The start of summer,B.The start of winter,C.There is not enough information,A.The start of summer
22,6,The lifeguard wants to quickly check everything is up to scratch and is standing infront of the water filter facing the pool. In which direction does he need to look to find the loose paving slab? ,A.Left,B.Right ,C.There is not enough information,A.Left,Who is least likely to come in and help with the catering?,A.Amanda ,B.Jess,C.There is not enough information,A.Amanda ,The pool has recently been refurbished before___,A.The start of summer,B.The start of winter,C.There is not enough information,A.The start of summer
22,7,The lifeguard wants to quickly check everything is up to scratch and is standing infront of the water filter facing the pool. In which direction does he need to look to find the loose paving slab? ,A.Left,B.Right ,C.There is not enough information,C.There is not enough information,Who is least likely to come in and help with the catering?,A.Amanda ,B.Jess,C.There is not enough information,A.Amanda ,The pool has recently been refurbished before___,A.The start of summer,B.The start of winter,C.There is not enough information,A.The start of summer
22,8,The lifeguard wants to quickly check everything is up to scratch and is standing infront of the water filter facing the pool. In which direction does he need to look to find the loose paving slab? ,A.Left,B.Right ,C.There is not enough information,A.Left,Who is least likely to come in and help with the catering?,A.Amanda ,B.Jess,C.There is not enough information,C.There is not enough information,The pool has recently been refurbished before___,A.The start of summer,B.The start of winter,C.There is not enough information,A.The start of summer
23,1,Who is likely to pledge the least in support of the Gallery?,A.Fred,B.Simon ,C.There is not enough information,C.There is not enough information,Fred is standing by the Sculpture made of drifwood which way does he need to go to get to the sculpture made of plastic bottles?,A.Towards the sculpture of the whale ,B.Away from the sculpture of the whale ,C.There is not enough information,C.There is not enough information,The Gallery of Innsmouth is hosting famous artists from____,A.Overseas,B.The local area,C.There is not enough information,B.The local area
23,2,Who is likely to pledge the least in support of the Gallery?,A.Fred,B.Simon ,C.There is not enough information,A.Fred,Fred is standing by the Sculpture made of drifwood which way does he need to go to get to the sculpture made of plastic bottles?,A.Towards the sculpture of the whale ,B.Away from the sculpture of the whale ,C.There is not enough information,A.Towards the Sculpture of the Whale,The Gallery of Innsmouth is hosting famous artists from____,A.Overseas,B.The local area,C.There is not enough information,B.The local area
23,3,Who is likely to pledge the least in support of the Gallery?,A.Fred,B.Simon ,C.There is not enough information,C.There is not enough information,Fred is standing by the Sculpture made of drifwood which way does he need to go to get to the sculpture made of plastic bottles?,A.Towards the sculpture of the whale ,B.Away from the sculpture of the whale ,C.There is not enough information,A.Towards the Sculpture of the Whale,The Gallery of Innsmouth is hosting famous artists from____,A.Overseas,B.The local area,C.There is not enough information,B.The local area
23,4,Who is likely to pledge the least in support of the Gallery?,A.Fred,B.Simon ,C.There is not enough information,A.Fred,Fred is standing by the Sculpture made of drifwood which way does he need to go to get to the sculpture made of plastic bottles?,A.Towards the sculpture of the whale ,B.Away from the sculpture of the whale ,C.There is not enough information,C.There is not enough information,The Gallery of Innsmouth is hosting famous artists from____,A.Overseas,B.The local area,C.There is not enough information,B.The local area
23,5,Fred is standing by the Sculpture made of drifwood which way does he need to go to get to the sculpture made of plastic bottles?,A.Towards the sculpture of the whale ,B.Away from the sculpture of the whale ,C.There is not enough information,C.There is not enough information,Who is likely to pledge the least in support of the Gallery?,A.Fred,B.Simon ,C.There is not enough information,C.There is not enough information,The Gallery of Innsmouth is hosting famous artists from____,A.Overseas,B.The local area,C.There is not enough information,B.The local area
23,6,Fred is standing by the Sculpture made of drifwood which way does he need to go to get to the sculpture made of plastic bottles?,A.Towards the sculpture of the whale ,B.Away from the sculpture of the whale ,C.There is not enough information,A.Towards the Sculpture of the Whale,Who is likely to pledge the least in support of the Gallery?,A.Fred,B.Simon ,C.There is not enough information,A.Fred,The Gallery of Innsmouth is hosting famous artists from____,A.Overseas,B.The local area,C.There is not enough information,B.The local area
23,7,Fred is standing by the Sculpture made of drifwood which way does he need to go to get to the sculpture made of plastic bottles?,A.Towards the sculpture of the whale ,B.Away from the sculpture of the whale ,C.There is not enough information,C.There is not enough information,Who is likely to pledge the least in support of the Gallery?,A.Fred,B.Simon ,C.There is not enough information,A.Fred,The Gallery of Innsmouth is hosting famous artists from____,A.Overseas,B.The local area,C.There is not enough information,B.The local area
23,8,Fred is standing by the Sculpture made of drifwood which way does he need to go to get to the sculpture made of plastic bottles?,A.Towards the sculpture of the whale ,B.Away from the sculpture of the whale ,C.There is not enough information,A.Towards the Sculpture of the Whale,Who is likely to pledge the least in support of the Gallery?,A.Fred,B.Simon ,C.There is not enough information,C.There is not enough information,The Gallery of Innsmouth is hosting famous artists from____,A.Overseas,B.The local area,C.There is not enough information,B.The local area
24,1,The wedding will have many speeches but who is likely to tell the best story? ,A.Aaron,B.Josephine,C.There is not enough information,C.There is not enough information,Which type of tree in the cemetery is the tallest?,A.Oak,B.Birch,C.There is not enough information,C.There is not enough information,The cemetery is a popular spot for___,A.Weddings,B. Youths to go drinking,C.There is not enough information,A.Weddings
24,2,The wedding will have many speeches but who is likely to tell the best story? ,A.Aaron,B.Josephine,C.There is not enough information,B.Josephine,Which type of tree in the cemetery is the tallest?,A.Oak,B.Birch,C.There is not enough information,A.Oak,The cemetery is a popular spot for___,A.Weddings,B. Youths to go drinking,C.There is not enough information,A.Weddings
24,3,The wedding will have many speeches but who is likely to tell the best story? ,A.Aaron,B.Josephine,C.There is not enough information,C.There is not enough information,Which type of tree in the cemetery is the tallest?,A.Oak,B.Birch,C.There is not enough information,A.Oak,The cemetery is a popular spot for___,A.Weddings,B. Youths to go drinking,C.There is not enough information,A.Weddings
24,4,The wedding will have many speeches but who is likely to tell the best story? ,A.Aaron,B.Josephine,C.There is not enough information,B.Josephine,Which type of tree in the cemetery is the tallest?,A.Oak,B.Birch,C.There is not enough information,C.There is not enough information,The cemetery is a popular spot for___,A.Weddings,B. Youths to go drinking,C.There is not enough information,A.Weddings
24,5,Which type of tree in the cemetery is the tallest?,A.Oak,B.Birch,C.There is not enough information,C.There is not enough information,The wedding will have many speeches but who is likely to tell the best story? ,A.Aaron,B.Josephine,C.There is not enough information,C.There is not enough information,The cemetery is a popular spot for___,A.Weddings,B. Youths to go drinking,C.There is not enough information,A.Weddings
24,6,Which type of tree in the cemetery is the tallest?,A.Oak,B.Birch,C.There is not enough information,A.Oak,The wedding will have many speeches but who is likely to tell the best story? ,A.Aaron,B.Josephine,C.There is not enough information,B.Josephine,The cemetery is a popular spot for___,A.Weddings,B. Youths to go drinking,C.There is not enough information,A.Weddings
24,7,Which type of tree in the cemetery is the tallest?,A.Oak,B.Birch,C.There is not enough information,C.There is not enough information,The wedding will have many speeches but who is likely to tell the best story? ,A.Aaron,B.Josephine,C.There is not enough information,B.Josephine,The cemetery is a popular spot for___,A.Weddings,B. Youths to go drinking,C.There is not enough information,A.Weddings
24,8,Which type of tree in the cemetery is the tallest?,A.Oak,B.Birch,C.There is not enough information,A.Oak,The wedding will have many speeches but who is likely to tell the best story? ,A.Aaron,B.Josephine,C.There is not enough information,C.There is not enough information,The cemetery is a popular spot for___,A.Weddings,B. Youths to go drinking,C.There is not enough information,A.Weddings
