,item,cond,Stim,word_IDs,Placer,NumWords
108,14,4,three difficult custom jobs had come to darens workshop in one day this was most unusual most of the time he struggled to get 3 jobs in one week let alone in a day he was going to need some help daren was a much better metal worker than his friend steve but he needed his help none the less they were friends and the work was sure to go smoothly toby was relatively new to the trade but was a good worker none the less he was obviously better than daren and he would be a valuable asset while working on the 3 jobs the metal workshop on yew street had been there since the 1500s and as a result had expanded over the many years of operation in front of a modern lathe stood a desk with a chair that was used as a mini office this place was more about metal work than paper work but paper work had to be done nonetheless workers had recently noticed some small corners of paper had been chewed off which made them suspect that there was a mouse living somewhere behind the desk it couldnt be in front of the desk simply because that concrete had only recently been repaired,212,108,210
109,14,5,the metal workshop on yew street had been there since the 1500s and as a result had expanded over the many years of operation in front of a modern lathe stood a desk with a chair that was used as a mini office this place was more about metal work than paper work but paper work had to be done nonetheless workers had recently noticed some small corners of paper had been chewed off which made them suspect that there was a mouse living somewhere behind the desk it couldnt be in front of the desk simply because that concrete had only recently been repaired three difficult custom jobs had come to darens workshop in one day this was most unusual most of the time he struggled to get 3 jobs in one week let alone in a day he was going to need some help daren was a much better metal worker than his friend steve but he needed his help none the less they were friends and the work was sure to go smoothly toby was relatively new to the trade but was a good worker none the less he obviously wasnt as good as daren but he would still be a valuable asset while working on the 3 jobs,215,109,212
110,14,6,the metal workshop on yew street had been there since the 1500s and as a result had expanded over the many years of operation in front of a modern lathe stood a desk with a chair that was used as a mini office this place was more about metal work than paper work but paper work had to be done nonetheless workers had recently noticed some small corners of paper had been chewed off which made them suspect that there was a mouse living somewhere in front of the desk it couldnt be behind of the desk simply because that concrete had only recently been repaired three difficult custom jobs had come to darens workshop in one day this was most unusual most of the time he struggled to get 3 jobs in one week let alone in a day he was going to need some help daren was a much better metal worker than his friend steve but he needed his help none the less they were friends and the work was sure to go smoothly toby was relatively new to the trade but was a good worker none the less he was obviously better than daren and he would be a valuable asset while working on the 3 jobs,213,110,211
111,14,7,the metal workshop on yew street had been there since the 1500s and as a result had expanded over the many years of operation in front of a modern lathe stood a desk with a chair that was used as a mini office this place was more about metal work than paper work but paper work had to be done nonetheless workers had recently noticed some small corners of paper had been chewed off which made them suspect that there was a mouse living somewhere behind the desk it couldnt be in front of the desk simply because that concrete had only recently been repaired three difficult custom jobs had come to darens workshop in one day this was most unusual most of the time he struggled to get 3 jobs in one week let alone in a day he was going to need some help daren was a much better metal worker than his friend steve but he needed his help none the less they were friends and the work was sure to go smoothly toby was relatively new to the trade but was a good worker none the less he was obviously better than daren and he would be a valuable asset while working on the 3 jobs,212,111,210
112,14,8,the metal workshop on yew street had been there since the 1500s and as a result had expanded over the many years of operation in front of a modern lathe stood a desk with a chair that was used as a mini office this place was more about metal work than paper work but paper work had to be done nonetheless workers had recently noticed some small corners of paper had been chewed off which made them suspect that there was a mouse living somewhere in front of the desk it couldnt be behind of the desk simply because that concrete had only recently been repaired three difficult custom jobs had come to darens workshop in one day this was most unusual most of the time he struggled to get 3 jobs in one week let alone in a day he was going to need some help daren was a much better metal worker than his friend steve but he needed his help none the less they were friends and the work was sure to go smoothly toby was relatively new to the trade but was a good worker none the less he obviously wasnt as good as daren but he would still be a valuable asset while working on the 3 jobs,216,112,213
113,15,1,the workers of the copper mine were celebrating their recent pay rises at the local pub all of them had been awarded a bonus based on their work experience at the mine and their productivity darius was happy while it was true that he hadnt received as big of bonus as belinda he was still happy that he would be able to pay off a large proportion of his mortgage lucy was also happy with her bonus she had received more than darius and was already planning the extravagant holiday she would go on the mine had been a source of copper for almost 50 years it wasnt particularly big the company that owned it was small and couldnt afford to expand instead they enjoyed a steady stream of revenue and a constant influx of highly skilled workers shafta was currently the most profitable shaft and was situated somewhere below shaftb which had run dry a few years ago and was now used as a storage area a recent exploratory drilling somewhere above shafta and had revealed a good deposit of a very copper rich ore,192,113,186
114,15,2,the workers of the copper mine were celebrating their recent pay rises at the local pub all of them had been awarded a bonus based on their work experience at the mine and their productivity darius was happy while it was true that he hadnt received as big of bonus as belinda he was still happy that he would be able to pay off a large proportion of his mortgage lucy was also happy with her bonus she hadnt received more than darius but was already planning the extravagant holiday she would go onthe mine had been a source of copper for almost 50 years it wasnt particularly big the company that owned it was small and couldnt afford to expand instead they enjoyed a steady stream of revenue and a constant influx of highly skilled workers shafta was currently the most profitable shaft and was situated somewhere below shaftb which had run dry a few years ago and was now used as a storage area a recent exploratory drilling somewhere below shafta and had revealed a good deposit of a very copper rich ore,193,114,185
115,15,3,the workers of the copper mine were celebrating their recent pay rises at the local pub all of them had been awarded a bonus based on their work experience at the mine and their productivity darius was happy while it was true that he hadnt received as big of bonus as belinda he was still happy that he would be able to pay off a large proportion of his mortgage lucy was also happy with her bonus she had received more than darius and was already planning the extravagant holiday she would go on the mine had been a source of copper for almost 50 years it wasnt particularly big the company that owned it was small and couldnt afford to expand instead they enjoyed a steady stream of revenue and a constant influx of highly skilled workers shafta was currently the most profitable shaft and was situated somewhere below shaftb which had run dry a few years ago and was now used as a storage area a recent exploratory drilling somewhere below shafta and had revealed a good deposit of a very copper rich ore,192,115,186
116,15,4,the workers of the copper mine were celebrating their recent pay rises at the local pub all of them had been awarded a bonus based on their work experience at the mine and their productivity darius was happy while it was true that he hadnt received as big of bonus as belinda he was still happy that he would be able to pay off a large proportion of his mortgage lucy was also happy with her bonus she hadnt received more than darius but was already planning the extravagant holiday she would go onthe mine had been a source of copper for almost 50 years it wasnt particularly big the company that owned it was small and couldnt afford to expand instead they enjoyed a steady stream of revenue and a constant influx of highly skilled workers shafta was currently the most profitable shaft and was situated somewhere below shaftb which had run dry a few years ago and was now used as a storage area a recent exploratory drilling somewhere above shafta and had revealed a good deposit of a very copper rich ore,193,116,185
117,15,5,the mine had been a source of copper for almost 50 years it wasnt particularly big the company that owned it was small and couldnt afford to expand instead they enjoyed a steady stream of revenue and a constant influx of highly skilled workers shafta was currently the most profitable shaft and was situated somewhere below shaftb which had run dry a few years ago and was now used as a storage area a recent exploratory drilling somewhere above shafta and had revealed a good deposit of a very copper rich ore the workers of the copper mine were celebrating their recent pay rises at the local pub all of them had been awarded a bonus based on their work experience at the mine and their productivity darius was happy while it was true that he hadnt received as big of bonus as belinda he was still happy that he would be able to pay off a large proportion of his mortgage lucy was also happy with her bonus she had received more than darius and was already planning the extravagant holiday she would go on,192,117,186
118,15,6,the mine had been a source of copper for almost 50 years it wasnt particularly big the company that owned it was small and couldnt afford to expand instead they enjoyed a steady stream of revenue and a constant influx of highly skilled workers shafta was currently the most profitable shaft and was situated somewhere below shaftb which had run dry a few years ago and was now used as a storage area a recent exploratory drilling somewhere below shafta and had revealed a good deposit of a very copper rich ore the workers of the copper mine were celebrating their recent pay rises at the local pub all of them had been awarded a bonus based on their work experience at the mine and their productivity darius was happy while it was true that he hadnt received as big of bonus as belinda he was still happy that he would be able to pay off a large proportion of his mortgage lucy was also happy with her bonus she hadnt received more than darius but was already planning the extravagant holiday she would go on,193,118,186
119,15,7,the mine had been a source of copper for almost 50 years it wasnt particularly big the company that owned it was small and couldnt afford to expand instead they enjoyed a steady stream of revenue and a constant influx of highly skilled workers shafta was currently the most profitable shaft and was situated somewhere below shaftb which had run dry a few years ago and was now used as a storage area a recent exploratory drilling somewhere above shafta and had revealed a good deposit of a very copper rich ore the workers of the copper mine were celebrating their recent pay rises at the local pub all of them had been awarded a bonus based on their work experience at the mine and their productivity darius was happy while it was true that he hadnt received as big of bonus as belinda he was still happy that he would be able to pay off a large proportion of his mortgage lucy was also happy with her bonus she hadnt received more than darius but was already planning the extravagant holiday she would go on,193,119,186
120,15,8,the mine had been a source of copper for almost 50 years it wasnt particularly big the company that owned it was small and couldnt afford to expand instead they enjoyed a steady stream of revenue and a constant influx of highly skilled workers shafta was currently the most profitable shaft and was situated somewhere below shaftb which had run dry a few years ago and was now used as a storage area a recent exploratory drilling somewhere below shafta and had revealed a good deposit of a very copper rich ore the workers of the copper mine were celebrating their recent pay rises at the local pub all of them had been awarded a bonus based on their work experience at the mine and their productivity darius was happy while it was true that he hadnt received as big of bonus as belinda he was still happy that he would be able to pay off a large proportion of his mortgage lucy was also happy with her bonus she had received more than darius and was already planning the extravagant holiday she would go on,192,120,186
121,16,1,jolene was busy serving up noodles from her noodle van in the spot that she had had since the food festival began several years ago she used to be the only one that sold noodles at the festival but this year she had two competitors jolenes noodles werent as expensive as tommys noodles which meant that she was still getting a fair amount of business her other competitor fanella also was not as expensive as tommy jolene didnt actually mind all that much the festival was big enough for the three of them the food and wine festival was held every year in the swampscott town square it was growing year on year to the left of the entrance were several posters for the upcoming events that made the festival special along with the usual fare of eating competitions there were sack races dog shows and live music much to the dismay of many attendees the wine drinking competition would not be held this year somewhere to the left of the entrance was a tent that was used as the festivals lost and found zone,190,121,185
122,16,2,jolene was busy serving up noodles from her noodle van in the spot that she had had since the food festival began several years ago she used to be the only one that sold noodles at the festival but this year she had two competitors jolenes noodles werent as expensive as tommys noodles which meant that she was still getting a fair amount of business her other competitor fanella had noodles that were more expensive than tommys jolene didnt actually mind all that much the festival was big enough for the three of them the food and wine festival was held every year in the swampscott town square it was growing year on year to the left of the entrance were several posters for the upcoming events that made the festival special along with the usual fare of eating competitions there were sack races dog shows and live music much to the dismay of many attendees the wine drinking competition would not be held this year somewhere to the right of the entrance was a tent that was used as the festivals lost and found zone,192,122,186
123,16,3,jolene was busy serving up noodles from her noodle van in the spot that she had had since the food festival began several years ago she used to be the only one that sold noodles at the festival but this year she had two competitors jolenes noodles werent as expensive as tommys noodles which meant that she was still getting a fair amount of business her other competitor fanella also was not as expensive as tommy jolene didnt actually mind all that much the festival was big enough for the three of them the food and wine festival was held every year in the swampscott town square it was growing year on year to the left of the entrance were several posters for the upcoming events that made the festival special along with the usual fare of eating competitions there were sack races dog shows and live music much to the dismay of many attendees the wine drinking competition would not be held this year somewhere to the right of the entrance was a tent that was used as the festivals lost and found zone,190,123,185
124,16,4,jolene was busy serving up noodles from her noodle van in the spot that she had had since the food festival began several years ago she used to be the only one that sold noodles at the festival but this year she had two competitors jolenes noodles werent as expensive as tommys noodles which meant that she was still getting a fair amount of business her other competitor fanella had noodles that were more expensive than tommys jolene didnt actually mind all that much the festival was big enough for the three of them the food and wine festival was held every year in the swampscott town square it was growing year on year to the left of the entrance were several posters for the upcoming events that made the festival special along with the usual fare of eating competitions there were sack races dog shows and live music much to the dismay of many attendees the wine drinking competition would not be held this year somewhere to the left of the entrance was a tent that was used as the festivals lost and found zone,192,124,186
125,16,5,the food and wine festival was held every year in the swampscott town square it was growing year on year to the left of the entrance were several posters for the upcoming events that made the festival special along with the usual fare of eating competitions there were sack races dog shows and live music much to the dismay of many attendees the wine drinking competition would not be held this year somewhere to the left of the entrance was a tent that was used as the festivals lost and found zonejolene was busy serving up noodles from her noodle van in the spot that she had had since the food festival began several years ago she used to be the only one that sold noodles at the festival but this year she had two competitors jolenes noodles werent as expensive as tommys noodles which meant that she was still getting a fair amount of business her other competitor fanella also was not as expensive as tommy jolene didnt actually mind all that much the festival was big enough for the three of them,190,125,184
126,16,6,the food and wine festival was held every year in the swampscott town square it was growing year on year to the left of the entrance were several posters for the upcoming events that made the festival special along with the usual fare of eating competitions there were sack races dog shows and live music much to the dismay of many attendees the wine drinking competition would not be held this year somewhere to the right of the entrance was a tent that was used as the festivals lost and found zonejolene was busy serving up noodles from her noodle van in the spot that she had had since the food festival began several years ago she used to be the only one that sold noodles at the festival but this year she had two competitors jolenes noodles werent as expensive as tommys noodles which meant that she was still getting a fair amount of business her other competitor fanella had noodles that were more expensive than tommys jolene didnt actually mind all that much the festival was big enough for the three of them,192,126,185
127,16,7,the food and wine festival was held every year in the swampscott town square it was growing year on year to the left of the entrance were several posters for the upcoming events that made the festival special along with the usual fare of eating competitions there were sack races dog shows and live music much to the dismay of many attendees the wine drinking competition would not be held this year somewhere to the left of the entrance was a tent that was used as the festivals lost and found zonejolene was busy serving up noodles from her noodle van in the spot that she had had since the food festival began several years ago she used to be the only one that sold noodles at the festival but this year she had two competitors jolenes noodles werent as expensive as tommys noodles which meant that she was still getting a fair amount of business her other competitor fanella had noodles that were more expensive than tommys jolene didnt actually mind all that much the festival was big enough for the three of them,192,127,185
128,16,8,the food and wine festival was held every year in the swampscott town square it was growing year on year to the left of the entrance were several posters for the upcoming events that made the festival special along with the usual fare of eating competitions there were sack races dog shows and live music much to the dismay of many attendees the wine drinking competition would not be held this year somewhere to the right of the entrance was a tent that was used as the festivals lost and found zonejolene was busy serving up noodles from her noodle van in the spot that she had had since the food festival began several years ago she used to be the only one that sold noodles at the festival but this year she had two competitors jolenes noodles werent as expensive as tommys noodles which meant that she was still getting a fair amount of business her other competitor fanella also was not as expensive as tommy jolene didnt actually mind all that much the festival was big enough for the three of them,190,128,184
129,17,1,the town of rockport boasted three major events that always drew in large amounts of crowds there were also a few smaller events for locals in the summer the folk music festival drew in a much larger crowd than the rockport grand prix both were important sources of income in the town the sailing festival was also more popular the rockport grand prix but this didnt matter to the townsfolk rockport was one of the most up and coming towns in the area the yearly events were beginning to draw in crowds from further and further afield the rockport grand prix was anything but grand it was a gocart race for the under 15s and none of the carts could go about 30 miles per hour the blue team was one of the best in rockport and was currently in front of the red team the coaches were happy about this as they had to beat the red and green team to qualify for the finals the green team were also ahead of the reds the grand prix was always a popular event in rockport and would draw in onlookers from miles around,195,129,193
130,17,2,the town of rockport boasted three major events that always drew in large amounts of crowds there were also a few smaller events for locals in the summer the folk music festival drew in a much larger crowd than the rockport grand prix both were important sources of income in the town the sailing festival was less popular the rockport grand prix but this didnt matter to the townsfolk rockport was one of the most up and coming towns in the area the yearly events were beginning to draw in crowds from further and further afield the rockport grand prix was anything but grand it was a gocart race for the under 15s and none of the carts could go about 30 miles per hour the blue team was one of the best in rockport and was currently in front of the red team the coaches were happy about this as they had to beat the red and green team to qualify for the finals the green team were behind of the reds the grand prix was always a popular event in rockport and would draw in onlookers from miles around,193,130,191
131,17,3,the town of rockport boasted three major events that always drew in large amounts of crowds there were also a few smaller events for locals in the summer the folk music festival drew in a much larger crowd than the rockport grand prix both were important sources of income in the town the sailing festival was also more popular the rockport grand prix but this didnt matter to the townsfolk rockport was one of the most up and coming towns in the area the yearly events were beginning to draw in crowds from further and further afield the rockport grand prix was anything but grand it was a gocart race for the under 15s and none of the carts could go about 30 miles per hour the blue team was one of the best in rockport and was currently in front of the red team the coaches were happy about this as they had to beat the red and green team to qualify for the finals the green team were behind of the reds the grand prix was always a popular event in rockport and would draw in onlookers from miles around,194,131,192
132,17,4,the town of rockport boasted three major events that always drew in large amounts of crowds there were also a few smaller events for locals in the summer the folk music festival drew in a much larger crowd than the rockport grand prix both were important sources of income in the town the sailing festival was less popular the rockport grand prix but this didnt matter to the townsfolk rockport was one of the most up and coming towns in the area the yearly events were beginning to draw in crowds from further and further afield the rockport grand prix was anything but grand it was a gocart race for the under 15s and none of the carts could go about 30 miles per hour the blue team was one of the best in rockport and was currently in front of the red team the coaches were happy about this as they had to beat the red and green team to qualify for the finals the green team were also ahead of the reds the grand prix was always a popular event in rockport and would draw in onlookers from miles around,194,132,192
133,17,5,the rockport grand prix was anything but grand it was a gocart race for the under 15s and none of the carts could go about 30 miles per hour the blue team was one of the best in rockport and was currently in front of the red team the coaches were happy about this as they had to beat the red and green team to qualify for the finals the green team were also ahead of the reds the grand prix was always a popular event in rockport and would draw in onlookers from miles around the town of rockport boasted three major events that always drew in large amounts of crowds there were also a few smaller events for locals in the summer the folk music festival drew in a much larger crowd than the rockport grand prix both were important sources of income in the town the sailing festival was also more popular the rockport grand prix but this didnt matter to the townsfolk rockport was one of the most up and coming towns in the area the yearly events were beginning to draw in crowds from further and further afield,195,133,193
134,17,6,the rockport grand prix was anything but grand it was a gocart race for the under 15s and none of the carts could go about 30 miles per hour the blue team was one of the best in rockport and was currently in front of the red team the coaches were happy about this as they had to beat the red and green team to qualify for the finals the green team were behind of the reds the grand prix was always a popular event in rockport and would draw in onlookers from miles around the town of rockport boasted three major events that always drew in large amounts of crowds there were also a few smaller events for locals in the summer the folk music festival drew in a much larger crowd than the rockport grand prix both were important sources of income in the town the sailing festival was less popular the rockport grand prix but this didnt matter to the townsfolk rockport was one of the most up and coming towns in the area the yearly events were beginning to draw in crowds from further and further afield,193,134,191
135,17,7,the rockport grand prix was anything but grand it was a gocart race for the under 15s and none of the carts could go about 30 miles per hour the blue team was one of the best in rockport and was currently in front of the red team the coaches were happy about this as they had to beat the red and green team to qualify for the finals the green team were also ahead of the reds the grand prix was always a popular event in rockport and would draw in onlookers from miles around the town of rockport boasted three major events that always drew in large amounts of crowds there were also a few smaller events for locals in the summer the folk music festival drew in a much larger crowd than the rockport grand prix both were important sources of income in the town the sailing festival was less popular the rockport grand prix but this didnt matter to the townsfolk rockport was one of the most up and coming towns in the area the yearly events were beginning to draw in crowds from further and further afield,194,135,192
136,17,8,the rockport grand prix was anything but grand it was a gocart race for the under 15s and none of the carts could go about 30 miles per hour the blue team was one of the best in rockport and was currently in front of the red team the coaches were happy about this as they had to beat the red and green team to qualify for the finals the green team were behind of the reds the grand prix was always a popular event in rockport and would draw in onlookers from miles around the town of rockport boasted three major events that always drew in large amounts of crowds there were also a few smaller events for locals in the summer the folk music festival drew in a much larger crowd than the rockport grand prix both were important sources of income in the town the sailing festival was also more popular the rockport grand prix but this didnt matter to the townsfolk rockport was one of the most up and coming towns in the area the yearly events were beginning to draw in crowds from further and further afield,194,136,192
137,18,1,the kingsley hills tourism board were looking to build a museum to display the archaeological findings of the area the board were looking for local businesses to cofund the project farmer jacks farm shop was eager to fund the project however farmer jacks were not as wealthy as the pepper mills hotel so couldnt offer as much money as themthe local bus company also wanted to cofund the project they were not as wealthy as the pepper mills hotel the tourism board were sure that they would have all they needed to build the museumthe kingsley hills were an area of great archaeological importance there was a small rest stop somewhere below a small fully excavated dig site the site had yielded many interesting finds that shed light on the daily lives of early anglosaxon settlers in england somewhere downhill of this site was a small patch of grass that never grew quite as tall as the grass around it this was evidence of another point of interest and a potential dig site the archaeological work in the hills was often suspended in the summer due to the influx of tourists,199,137,191
138,18,2,the kingsley hills tourism board were looking to build a museum to display the archaeological findings of the area the board were looking for local businesses to cofund the project farmer jacks farm shop was eager to fund the project however farmer jacks were not as wealthy as the pepper mills hotel so couldnt offer as much money as them the local bus company also wanted to cofund the project they were even wealthier than the pepper mills hotel the tourism board were sure that they would have all they needed to build the museumthe kingsley hills were an area of great archaeological importance there was a small rest stop somewhere below a small fully excavated dig site the site had yielded many interesting finds that shed light on the daily lives of early anglosaxon settlers in england somewhere uphill of this site was a small patch of grass that never grew quite as tall as the grass around it this was evidence of another point of interest and a potential dig site the archaeological work in the hills was often suspended in the summer due to the influx of tourists,198,138,191
139,18,3,the kingsley hills tourism board were looking to build a museum to display the archaeological findings of the area the board were looking for local businesses to cofund the project farmer jacks farm shop was eager to fund the project however farmer jacks were not as wealthy as the pepper mills hotel so couldnt offer as much money as themthe local bus company also wanted to cofund the project they were not as wealthy as the pepper mills hotel the tourism board were sure that they would have all they needed to build the museumthe kingsley hills were an area of great archaeological importance there was a small rest stop somewhere below a small fully excavated dig site the site had yielded many interesting finds that shed light on the daily lives of early anglosaxon settlers in england somewhere uphill of this site was a small patch of grass that never grew quite as tall as the grass around it this was evidence of another point of interest and a potential dig site the archaeological work in the hills was often suspended in the summer due to the influx of tourists,199,139,191
140,18,4,the kingsley hills tourism board were looking to build a museum to display the archaeological findings of the area the board were looking for local businesses to cofund the project farmer jacks farm shop was eager to fund the project however farmer jacks were not as wealthy as the pepper mills hotel so couldnt offer as much money as them the local bus company also wanted to cofund the project they were even wealthier than the pepper mills hotel the tourism board were sure that they would have all they needed to build the museumthe kingsley hills were an area of great archaeological importance there was a small rest stop somewhere below a small fully excavated dig site the site had yielded many interesting finds that shed light on the daily lives of early anglosaxon settlers in england somewhere downhill of this site was a small patch of grass that never grew quite as tall as the grass around it this was evidence of another point of interest and a potential dig site the archaeological work in the hills was often suspended in the summer due to the influx of tourists,198,140,191
141,18,5,the kingsley hills were an area of great archaeological importance there was a small rest stop somewhere below a small fully excavated dig site the site had yielded many interesting finds that shed light on the daily lives of early anglosaxon settlers in england somewhere downhill of this site was a small patch of grass that never grew quite as tall as the grass around it this was evidence of another point of interest and a potential dig site the archaeological work in the hills was often suspended in the summer due to the influx of touriststhe kingsley hills tourism board were looking to build a museum to display the archaeological findings of the area the board were looking for local businesses to cofund the project farmer jacks farm shop was eager to fund the project however farmer jacks were not as wealthy as the pepper mills hotel so couldnt offer as much money as themthe local bus company also wanted to cofund the project they were not as wealthy as the pepper mills hotel the tourism board were sure that they would have all they needed to build the museum,199,141,191
142,18,6,the kingsley hills were an area of great archaeological importance there was a small rest stop somewhere below a small fully excavated dig site the site had yielded many interesting finds that shed light on the daily lives of early anglosaxon settlers in england somewhere uphill of this site was a small patch of grass that never grew quite as tall as the grass around it this was evidence of another point of interest and a potential dig site the archaeological work in the hills was often suspended in the summer due to the influx of touriststhe kingsley hills tourism board were looking to build a museum to display the archaeological findings of the area the board were looking for local businesses to cofund the project farmer jacks farm shop was eager to fund the project however farmer jacks were not as wealthy as the pepper mills hotel so couldnt offer as much money as them the local bus company also wanted to cofund the project they were even wealthier than the pepper mills hotel the tourism board were sure that they would have all they needed to build the museum,198,142,191
143,18,7,the kingsley hills were an area of great archaeological importance there was a small rest stop somewhere below a small fully excavated dig site the site had yielded many interesting finds that shed light on the daily lives of early anglosaxon settlers in england somewhere downhill of this site was a small patch of grass that never grew quite as tall as the grass around it this was evidence of another point of interest and a potential dig site the archaeological work in the hills was often suspended in the summer due to the influx of touriststhe kingsley hills tourism board were looking to build a museum to display the archaeological findings of the area the board were looking for local businesses to cofund the project farmer jacks farm shop was eager to fund the project however farmer jacks were not as wealthy as the pepper mills hotel so couldnt offer as much money as them the local bus company also wanted to cofund the project they were even wealthier than the pepper mills hotel the tourism board were sure that they would have all they needed to build the museum,198,143,191
144,18,8,the kingsley hills were an area of great archaeological importance there was a small rest stop somewhere below a small fully excavated dig site the site had yielded many interesting finds that shed light on the daily lives of early anglosaxon settlers in england somewhere uphill of this site was a small patch of grass that never grew quite as tall as the grass around it this was evidence of another point of interest and a potential dig site the archaeological work in the hills was often suspended in the summer due to the influx of touriststhe kingsley hills tourism board were looking to build a museum to display the archaeological findings of the area the board were looking for local businesses to cofund the project farmer jacks farm shop was eager to fund the project however farmer jacks were not as wealthy as the pepper mills hotel so couldnt offer as much money as themthe local bus company also wanted to cofund the project they were not as wealthy as the pepper mills hotel the tourism board were sure that they would have all they needed to build the museum,199,144,191
145,19,1,alfred mcmurphy had managed the pub ever since his father had retired several years ago it was a family operation and always had been frank mcmurphy wasnt as popular with the patrons as his brother alfred but they liked him well enough they were all popular when they served the drinks and listened to patrons woes susan mcmurphy also worked at the pub and was also not as popular as her brother alfred it didnt matter of course to the mcmurphys family always came first mcmurphys pub was one of the best in amherst the owners had decided to add additional seating so that they could serve more customers than ever before to the right of the central row of tables was the bar which was almost as long as the whole pub itself there were barstools along the whole bar and were considered to be the best seats in the house to the left of the bar was an old jukebox that played records from the 70s and 80s on a friday night the place was absolutely full especially if it was one of the biweekly live music nights,195,145,190
146,19,2,alfred mcmurphy had managed the pub ever since his father had retired several years ago it was a family operation and always had been frank mcmurphy wasnt as popular with the patrons as his brother alfred but they liked him well enough they were all popular when they served the drinks and listened to patrons woes susan mcmurphy also worked at the pub and was a lot more popular than her brother alfred it didnt matter of course to the mcmurphys family always came first mcmurphys pub was one of the best in amherst the owners had decided to add additional seating so that they could serve more customers than ever before to the right of the central row of tables was the bar which was almost as long as the whole pub itself there were barstools along the whole bar and were considered to be the best seats in the house to the right of the bar was an old jukebox that played records from the 70s and 80s on a friday night the place was absolutely full especially if it was one of the biweekly live music nights,195,146,190
147,19,3,alfred mcmurphy had managed the pub ever since his father had retired several years ago it was a family operation and always had been frank mcmurphy wasnt as popular with the patrons as his brother alfred but they liked him well enough they were all popular when they served the drinks and listened to patrons woes susan mcmurphy also worked at the pub and was also not as popular as her brother alfred it didnt matter of course to the mcmurphys family always came first mcmurphys pub was one of the best in amherst the owners had decided to add additional seating so that they could serve more customers than ever before to the right of the central row of tables was the bar which was almost as long as the whole pub itself there were barstools along the whole bar and were considered to be the best seats in the house to the right of the bar was an old jukebox that played records from the 70s and 80s on a friday night the place was absolutely full especially if it was one of the biweekly live music nights,195,147,190
148,19,4,alfred mcmurphy had managed the pub ever since his father had retired several years ago it was a family operation and always had been frank mcmurphy wasnt as popular with the patrons as his brother alfred but they liked him well enough they were all popular when they served the drinks and listened to patrons woes susan mcmurphy also worked at the pub and was a lot more popular than her brother alfred it didnt matter of course to the mcmurphys family always came first mcmurphys pub was one of the best in amherst the owners had decided to add additional seating so that they could serve more customers than ever before to the right of the central row of tables was the bar which was almost as long as the whole pub itself there were barstools along the whole bar and were considered to be the best seats in the house to the left of the bar was an old jukebox that played records from the 70s and 80s on a friday night the place was absolutely full especially if it was one of the biweekly live music nights,195,148,190
149,19,5,mcmurphys pub was one of the best in amherst the owners had decided to add additional seating so that they could serve more customers than ever before to the right of the central row of tables was the bar which was almost as long as the whole pub itself there were barstools along the whole bar and were considered to be the best seats in the house to the left of the bar was an old jukebox that played records from the 70s and 80s on a friday night the place was absolutely full especially if it was one of the biweekly live music nightsalfred mcmurphy had managed the pub ever since his father had retired several years ago it was a family operation and always had been frank mcmurphy wasnt as popular with the patrons as his brother alfred but they liked him well enough they were all popular when they served the drinks and listened to patrons woes susan mcmurphy also worked at the pub and was also not as popular as her brother alfred it didnt matter of course to the mcmurphys family always came first,195,149,189
150,19,6,mcmurphys pub was one of the best in amherst the owners had decided to add additional seating so that they could serve more customers than ever before to the right of the central row of tables was the bar which was almost as long as the whole pub itself there were barstools along the whole bar and were considered to be the best seats in the house to the right of the bar was an old jukebox that played records from the 70s and 80s on a friday night the place was absolutely full especially if it was one of the biweekly live music nightsalfred mcmurphy had managed the pub ever since his father had retired several years ago it was a family operation and always had been frank mcmurphy wasnt as popular with the patrons as his brother alfred but they liked him well enough they were all popular when they served the drinks and listened to patrons woes susan mcmurphy also worked at the pub and was a lot more popular than her brother alfred it didnt matter of course to the mcmurphys family always came first,195,150,189
