"Q1"	"Q1o1"	"Q1o2"	"Q1o3"	"Q1corr_ans"	"Q2"	"Q2o1"	"Q2o2"	"Q2o3"	"Q2corr_ans"	"Q3"	"Q3o1"	"Q3o2"	"Q3o3"	"Q3corr_ans"
"The Foreman has decided to open up a new shaft. The Crew has assembled in the storage area in Shaft B. In which direction should they go to start the new mineshaft?"	"A.Up"	"B.Down"	"C.There is not enough information"	"B.Down"	"A tax investigation is launched that will assess work place bonuses. Who has received the biggest bonus out of Lucy and Linda?"	"A.Lucy"	"B.Linda"	"C.There is not enough information"	"C.There is not enough information"	"The mine produces___"	"A.Iron"	"B.Copper"	"C.There is not enough information"	"B.Copper"
"Who sells the cheapest noodles?"	"A. Jolene"	"B. Fanella"	"C.There is not enough information"	"C.There is not enough information"	"Tommy has lost his backpack, he is standing in front of the posters facing them, which way does he need to go to find his backpack?"	"A.Left"	"B.Right"	"C.There is not enough information"	"C.There is not enough information"	"The food festival is held"	"A.Yearly"	"B.Monthly"	"C.There is not enough information"	"A.Yearly"
"Who sells the cheapest noodles?"	"A. Jolene"	"B. Fanella"	"C.There is not enough information"	"A.Jolene"	"Tommy has lost his backpack, he is standing in front of the posters facing them, which way does he need to go to find his backpack?"	"A.Left"	"B.Right"	"C.There is not enough information"	"B.Right"	"The food festival is held"	"A.Yearly"	"B.Monthly"	"C.There is not enough information"	"A.Yearly"
"Who sells the cheapest noodles?"	"A. Jolene"	"B. Fanella"	"C.There is not enough information"	"C.There is not enough information"	"Tommy has lost his backpack, he is standing in front of the posters facing them, which way does he need to go to find his backpack?"	"A.Left"	"B.Right"	"C.There is not enough information"	"B.Right"	"The food festival is held"	"A.Yearly"	"B.Monthly"	"C.There is not enough information"	"A.Yearly"
"Who sells the cheapest noodles?"	"A. Jolene"	"B. Fanella"	"C.There is not enough information"	"A.Jolene"	"Tommy has lost his backpack, he is standing in front of the posters facing them, which way does he need to go to find his backpack?"	"A.Left"	"B.Right"	"C.There is not enough information"	"C.There is not enough information"	"The food festival is held"	"A.Yearly"	"B.Monthly"	"C.There is not enough information"	"A.Yearly"
"Tommy has lost his backpack, he is standing in front of the posters facing them, which way does he need to go to find his backpack?"	"A.Left"	"B.Right"	"C.There is not enough information"	"C.There is not enough information"	"Who sells the cheapest noodles?"	"A. Jolene"	"B. Fanella"	"C.There is not enough information"	"C.There is not enough information"	"The food festival is held"	"A.Yearly"	"B.Monthly"	"C.There is not enough information"	"A.Yearly"
"Tommy has lost his backpack, he is standing in front of the posters facing them, which way does he need to go to find his backpack?"	"A.Left"	"B.Right"	"C.There is not enough information"	"B.Right"	"Who sells the cheapest noodles?"	"A. Jolene"	"B. Fanella"	"C.There is not enough information"	"A.Jolene"	"The food festival is held"	"A.Yearly"	"B.Monthly"	"C.There is not enough information"	"A.Yearly"
"Tommy has lost his backpack, he is standing in front of the posters facing them, which way does he need to go to find his backpack?"	"A.Left"	"B.Right"	"C.There is not enough information"	"C.There is not enough information"	"Who sells the cheapest noodles?"	"A. Jolene"	"B. Fanella"	"C.There is not enough information"	"A.Jolene"	"The food festival is held"	"A.Yearly"	"B.Monthly"	"C.There is not enough information"	"A.Yearly"
"Tommy has lost his backpack, he is standing in front of the posters facing them, which way does he need to go to find his backpack?"	"A.Left"	"B.Right"	"C.There is not enough information"	"B.Right"	"Who sells the cheapest noodles?"	"A. Jolene"	"B. Fanella"	"C.There is not enough information"	"C.There is not enough information"	"The food festival is held"	"A.Yearly"	"B.Monthly"	"C.There is not enough information"	"A.Yearly"
"Rockport's tourism board wants to advertise the local festivals in a county newspaper, which is the most popular festival in Rockport?"	"A.The folk music festival"	"B. The sailing festival"	"C.There is not enough information"	"C.There is not enough information"	"All of the teams are competent and skilled but which team is most likely to win the race?"	"A.The blue team"	"B.The green team"	"C.There is not enough information"	"C.There is not enough information"	"Rockport has ___"	"A.Many events that take place throughout the year"	"B.One event that takes place throughout the year"	"C.There is not enough information"	"A.Many events that take place throughout the year"
"Rockport's tourism board wants to advertise the local festivals in a county newspaper, which is the most popular festival in Rockport?"	"A.The folk music festival"	"B. The sailing festival"	"C.There is not enough information"	"A.The Folk music Festival"	"All of the teams are competent and skilled but which team is most likely to win the race?"	"A.The blue team"	"B.The green team"	"C.There is not enough information"	"A.Team Blue"	"Rockport has ___"	"A.Many events that take place throughout the year"	"B.One event that takes place throughout the year"	"C.There is not enough information"	"A.Many events that take place throughout the year"
"Rockport's tourism board wants to advertise the local festivals in a county newspaper, which is the most popular festival in Rockport?"	"A.The folk music festival"	"B. The sailing festival"	"C.There is not enough information"	"C.There is not enough information"	"All of the teams are competent and skilled but which team is most likely to win the race?"	"A.The blue team"	"B.The green team"	"C.There is not enough information"	"A.Team Blue"	"Rockport has ___"	"A.Many events that take place throughout the year"	"B.One event that takes place throughout the year"	"C.There is not enough information"	"A.Many events that take place throughout the year"
"Rockport's tourism board wants to advertise the local festivals in a county newspaper, which is the most popular festival in Rockport?"	"A.The folk music festival"	"B. The sailing festival"	"C.There is not enough information"	"A.The Folk music Festival"	"All of the teams are competent and skilled but which team is most likely to win the race?"	"A.The blue team"	"B.The green team"	"C.There is not enough information"	"C.There is not enough information"	"Rockport has ___"	"A.Many events that take place throughout the year"	"B.One event that takes place throughout the year"	"C.There is not enough information"	"A.Many events that take place throughout the year"
"All of the teams are competent and skilled but which team is most likely to win the race?"	"A.The blue team"	"B.The green team"	"C.There is not enough information"	"C.There is not enough information"	"Rockport's tourism board wants to advertise the local festivals in a county newspaper, which is the most popular festival in Rockport?"	"A.The folk music festival"	"B. The sailing festival"	"C.There is not enough information"	"C.There is not enough information"	"Rockport has ___"	"A.Many events that take place throughout the year"	"B.One event that takes place throughout the year"	"C.There is not enough information"	"A.Many events that take place throughout the year"
"All of the teams are competent and skilled but which team is most likely to win the race?"	"A.The blue team"	"B.The green team"	"C.There is not enough information"	"A.Team Blue"	"Rockport's tourism board wants to advertise the local festivals in a county newspaper, which is the most popular festival in Rockport?"	"A.The folk music festival"	"B. The sailing festival"	"C.There is not enough information"	"A.The Folk music Festival"	"Rockport has ___"	"A.Many events that take place throughout the year"	"B.One event that takes place throughout the year"	"C.There is not enough information"	"A.Many events that take place throughout the year"
"All of the teams are competent and skilled but which team is most likely to win the race?"	"A.The blue team"	"B.The green team"	"C.There is not enough information"	"C.There is not enough information"	"Rockport's tourism board wants to advertise the local festivals in a county newspaper, which is the most popular festival in Rockport?"	"A.The folk music festival"	"B. The sailing festival"	"C.There is not enough information"	"A.The Folk music Festival"	"Rockport has ___"	"A.Many events that take place throughout the year"	"B.One event that takes place throughout the year"	"C.There is not enough information"	"A.Many events that take place throughout the year"
"All of the teams are competent and skilled but which team is most likely to win the race?"	"A.The blue team"	"B.The green team"	"C.There is not enough information"	"A.Team Blue"	"Rockport's tourism board wants to advertise the local festivals in a county newspaper, which is the most popular festival in Rockport?"	"A.The folk music festival"	"B. The sailing festival"	"C.There is not enough information"	"C.There is not enough information"	"Rockport has ___"	"A.Many events that take place throughout the year"	"B.One event that takes place throughout the year"	"C.There is not enough information"	"A.Many events that take place throughout the year"
"Which local company is likely to put the least amount of money toward tourism board’s Project?"	"A.Farmer Jack’s farm"	"B. The bus company"	"C.There is not enough information"	"C.There is not enough information"	"A local archaeologist is has gone to the patch of grass that is the new potential dig site to investigate further but has forgotten his water bottle at the rest stop. Which way does he need to go to get his water?"	"A.Up the hill"	"B.Down the hill"	"C.There is not enough information"	"C.There is not enough information"	"The Kingsley Hills tourism board wants to build a"	"A.Picknick area"	"B.Museum"	"C.There is not enough information"	"B.Museum"
"Which local company is likely to put the least amount of money toward tourism board’s Project?"	"A.Farmer Jack’s farm"	"B. The bus company"	"C.There is not enough information"	"A.Farmer Jack’s farm"	"A local archaeologist is has gone to the patch of grass that is the new potential dig site to investigate further but has forgotten his water bottle at the rest stop. Which way does he need to go to get his water?"	"A.Up the hill"	"B.Down the hill"	"C.There is not enough information"	"B.Down the hill"	"The Kingsley Hills tourism board wants to build a"	"A.Picknick area"	"B.Museum"	"C.There is not enough information"	"B.Museum"
"Which local company is likely to put the least amount of money toward tourism board’s Project?"	"A.Farmer Jack’s farm"	"B. The bus company"	"C.There is not enough information"	"C.There is not enough information"	"A local archaeologist is has gone to the patch of grass that is the new potential dig site to investigate further but has forgotten his water bottle at the rest stop. Which way does he need to go to get his water?"	"A.Up the hill"	"B.Down the hill"	"C.There is not enough information"	"B.Down the hill"	"The Kingsley Hills tourism board wants to build a"	"A.Picknick area"	"B.Museum"	"C.There is not enough information"	"B.Museum"
"Which local company is likely to put the least amount of money toward tourism board’s Project?"	"A.Farmer Jack’s farm"	"B. The bus company"	"C.There is not enough information"	"A.Farmer Jack’s farm"	"A local archaeologist is has gone to the patch of grass that is the new potential dig site to investigate further but has forgotten his water bottle at the rest stop. Which way does he need to go to get his water?"	"A.Up the hill"	"B.Down the hill"	"C.There is not enough information"	"C.There is not enough information"	"The Kingsley Hills tourism board wants to build a"	"A.Picknick area"	"B.Museum"	"C.There is not enough information"	"B.Museum"
"A local archaeologist is has gone to the patch of grass that is the new potential dig site to investigate further but has forgotten his water bottle at the rest stop. Which way does he need to go to get his water?"	"A.Up the hill"	"B.Down the hill"	"C.There is not enough information"	"C.There is not enough information"	"Which local company is likely to put the least amount of money toward tourism board’s Project?"	"A.Farmer Jack’s farm"	"B. The bus company"	"C.There is not enough information"	"C.There is not enough information"	"The Kingsley Hills tourism board wants to build a"	"A.Picknick area"	"B.Museum"	"C.There is not enough information"	"B.Museum"
"A local archaeologist is has gone to the patch of grass that is the new potential dig site to investigate further but has forgotten his water bottle at the rest stop. Which way does he need to go to get his water?"	"A.Up the hill"	"B.Down the hill"	"C.There is not enough information"	"B.Down the hill"	"Which local company is likely to put the least amount of money toward tourism board’s Project?"	"A.Farmer Jack’s farm"	"B. The bus company"	"C.There is not enough information"	"A.Farmer Jack’s farm"	"The Kingsley Hills tourism board wants to build a"	"A.Picknick area"	"B.Museum"	"C.There is not enough information"	"B.Museum"
"A local archaeologist is has gone to the patch of grass that is the new potential dig site to investigate further but has forgotten his water bottle at the rest stop. Which way does he need to go to get his water?"	"A.Up the hill"	"B.Down the hill"	"C.There is not enough information"	"C.There is not enough information"	"Which local company is likely to put the least amount of money toward tourism board’s Project?"	"A.Farmer Jack’s farm"	"B. The bus company"	"C.There is not enough information"	"A.Farmer Jack’s farm"	"The Kingsley Hills tourism board wants to build a"	"A.Picknick area"	"B.Museum"	"C.There is not enough information"	"B.Museum"
"A local archaeologist is has gone to the patch of grass that is the new potential dig site to investigate further but has forgotten his water bottle at the rest stop. Which way does he need to go to get his water?"	"A.Up the hill"	"B.Down the hill"	"C.There is not enough information"	"B.Down the hill"	"Which local company is likely to put the least amount of money toward tourism board’s Project?"	"A.Farmer Jack’s farm"	"B. The bus company"	"C.There is not enough information"	"C.There is not enough information"	"The Kingsley Hills tourism board wants to build a"	"A.Picknick area"	"B.Museum"	"C.There is not enough information"	"B.Museum"
"All of the McMurphy’s are liked by their patrons but who is the least popular?"	"A.Frank"	"B.Susan"	"C.There is not enough information"	"C.There is not enough information"	"Susan has just put her favourite song on the jukebox, she now wants to have a beer. Which way does she need to go to reach the bar?"	"A.Left"	"B.Right"	"C.There is not enough information"	"C.There is not enough information"	"The pub is called___"	"A.Frank's Pub"	"B.McMurphy's pub"	"C.There is not enough information"	"B.McMurphy's Pub"
"All of the McMurphy’s are liked by their patrons but who is the least popular?"	"A.Frank"	"B.Susan"	"C.There is not enough information"	"A.Frank"	"Susan has just put her favourite song on the jukebox, she now wants to have a beer. Which way does she need to go to reach the bar?"	"A.Left"	"B.Right"	"C.There is not enough information"	"A.Left"	"The pub is called___"	"A.Frank's Pub"	"B.McMurphy's pub"	"C.There is not enough information"	"B.McMurphy's Pub"
"All of the McMurphy’s are liked by their patrons but who is the least popular?"	"A.Frank"	"B.Susan"	"C.There is not enough information"	"C.There is not enough information"	"Susan has just put her favourite song on the jukebox, she now wants to have a beer. Which way does she need to go to reach the bar?"	"A.Left"	"B.Right"	"C.There is not enough information"	"A.Left"	"The pub is called___"	"A.Frank's Pub"	"B.McMurphy's pub"	"C.There is not enough information"	"B.McMurphy's Pub"
"All of the McMurphy’s are liked by their patrons but who is the least popular?"	"A.Frank"	"B.Susan"	"C.There is not enough information"	"A.Frank"	"Susan has just put her favourite song on the jukebox, she now wants to have a beer. Which way does she need to go to reach the bar?"	"A.Left"	"B.Right"	"C.There is not enough information"	"C.There is not enough information"	"The pub is called___"	"A.Frank's Pub"	"B.McMurphy's pub"	"C.There is not enough information"	"B.McMurphy's Pub"
"Susan has just put her favourite song on the jukebox, she now wants to have a beer. Which way does she need to go to reach the bar?"	"A.Left"	"B.Right"	"C.There is not enough information"	"C.There is not enough information"	"All of the McMurphy’s are liked by their patrons but who is the least popular?"	"A.Frank"	"B.Susan"	"C.There is not enough information"	"C.There is not enough information"	"The pub is called___"	"A.Frank's Pub"	"B.McMurphy's pub"	"C.There is not enough information"	"B.McMurphy's Pub"
"Susan has just put her favourite song on the jukebox, she now wants to have a beer. Which way does she need to go to reach the bar?"	"A.Left"	"B.Right"	"C.There is not enough information"	"A.Left"	"All of the McMurphy’s are liked by their patrons but who is the least popular?"	"A.Frank"	"B.Susan"	"C.There is not enough information"	"A.Frank"	"The pub is called___"	"A.Frank's Pub"	"B.McMurphy's pub"	"C.There is not enough information"	"B.McMurphy's Pub"
"Susan has just put her favourite song on the jukebox, she now wants to have a beer. Which way does she need to go to reach the bar?"	"A.Left"	"B.Right"	"C.There is not enough information"	"C.There is not enough information"	"All of the McMurphy’s are liked by their patrons but who is the least popular?"	"A.Frank"	"B.Susan"	"C.There is not enough information"	"A.Frank"	"The pub is called___"	"A.Frank's Pub"	"B.McMurphy's pub"	"C.There is not enough information"	"B.McMurphy's Pub"
"Susan has just put her favourite song on the jukebox, she now wants to have a beer. Which way does she need to go to reach the bar?"	"A.Left"	"B.Right"	"C.There is not enough information"	"A.Left"	"All of the McMurphy’s are liked by their patrons but who is the least popular?"	"A.Frank"	"B.Susan"	"C.There is not enough information"	"C.There is not enough information"	"The pub is called___"	"A.Frank's Pub"	"B.McMurphy's pub"	"C.There is not enough information"	"B.McMurphy's Pub"
"A new captain wants to hire a local fisherman who knows the waters, whom should he approach?"	"A.Melvin"	"B.Herman"	"C.There is not enough information"	"C.There is not enough information"	"Which sailing boat from Rockport is most likely to be the fastest?"	"A.The King Charles"	"B.The Fast Kitten"	"C.There is not enough information"	"C.There is not enough information"	"The fishermen of Rockport are not out at sea because____"	"A.There is a storm"	"B.The regatta is taking place"	"C.There is not enough information"	"B.The regatta is taking place"
"A new captain wants to hire a local fisherman who knows the waters, whom should he approach?"	"A.Melvin"	"B.Herman"	"C.There is not enough information"	"B.Herman"	"Which sailing boat from Rockport is most likely to be the fastest?"	"A.The King Charles"	"B.The Fast Kitten"	"C.There is not enough information"	"A.The King Fisher"	"The fishermen of Rockport are not out at sea because____"	"A.There is a storm"	"B.The regatta is taking place"	"C.There is not enough information"	"B.The regatta is taking place"
"A new captain wants to hire a local fisherman who knows the waters, whom should he approach?"	"A.Melvin"	"B.Herman"	"C.There is not enough information"	"C.There is not enough information"	"Which sailing boat from Rockport is most likely to be the fastest?"	"A.The King Charles"	"B.The Fast Kitten"	"C.There is not enough information"	"A.The King Fisher"	"The fishermen of Rockport are not out at sea because____"	"A.There is a storm"	"B.The regatta is taking place"	"C.There is not enough information"	"B.The regatta is taking place"
"A new captain wants to hire a local fisherman who knows the waters, whom should he approach?"	"A.Melvin"	"B.Herman"	"C.There is not enough information"	"B.Herman"	"Which sailing boat from Rockport is most likely to be the fastest?"	"A.The King Charles"	"B.The Fast Kitten"	"C.There is not enough information"	"C.There is not enough information"	"The fishermen of Rockport are not out at sea because____"	"A.There is a storm"	"B.The regatta is taking place"	"C.There is not enough information"	"B.The regatta is taking place"
"Which sailing boat from Rockport is most likely to be the fastest?"	"A.The King Charles"	"B.The Fast Kitten"	"C.There is not enough information"	"C.There is not enough information"	"A new captain wants to hire a local fisherman who knows the waters, whom should he approach?"	"A.Melvin"	"B.Herman"	"C.There is not enough information"	"C.There is not enough information"	"The fishermen of Rockport are not out at sea because____"	"A.There is a storm"	"B.The regatta is taking place"	"C.There is not enough information"	"B.The regatta is taking place"
"Which sailing boat from Rockport is most likely to be the fastest?"	"A.The King Charles"	"B.The Fast Kitten"	"C.There is not enough information"	"A.The King Fisher"	"A new captain wants to hire a local fisherman who knows the waters, whom should he approach?"	"A.Melvin"	"B.Herman"	"C.There is not enough information"	"B.Herman"	"The fishermen of Rockport are not out at sea because____"	"A.There is a storm"	"B.The regatta is taking place"	"C.There is not enough information"	"B.The regatta is taking place"
"Which sailing boat from Rockport is most likely to be the fastest?"	"A.The King Charles"	"B.The Fast Kitten"	"C.There is not enough information"	"C.There is not enough information"	"A new captain wants to hire a local fisherman who knows the waters, whom should he approach?"	"A.Melvin"	"B.Herman"	"C.There is not enough information"	"B.Herman"	"The fishermen of Rockport are not out at sea because____"	"A.There is a storm"	"B.The regatta is taking place"	"C.There is not enough information"	"B.The regatta is taking place"
"Which sailing boat from Rockport is most likely to be the fastest?"	"A.The King Charles"	"B.The Fast Kitten"	"C.There is not enough information"	"A.The King Fisher"	"A new captain wants to hire a local fisherman who knows the waters, whom should he approach?"	"A.Melvin"	"B.Herman"	"C.There is not enough information"	"C.There is not enough information"	"The fishermen of Rockport are not out at sea because____"	"A.There is a storm"	"B.The regatta is taking place"	"C.There is not enough information"	"B.The regatta is taking place"
"Which Nation’s team is the least funded team exploring Dogger bank?"	"A.Great Britian’s"	"B.Denmark’s"	"C.There is not enough information"	"C.There is not enough information"	"A diver that was having a few problems at the surface has now reached the remote control submarine. She wants to reach the other divers, does she need to go up or down?"	"A.Up"	"B.Down"	"C.There is not enough information"	"C.There is not enough information"	"Dogger bank is___"	"A. An Island"	"B. Under water"	"C.There is not enough information"	"B. Under water"
"Which Nation’s team is the least funded team exploring Dogger bank?"	"A.Great Britian’s"	"B.Denmark’s"	"C.There is not enough information"	"A.Great Britian’s"	"A diver that was having a few problems at the surface has now reached the remote control submarine. She wants to reach the other divers, does she need to go up or down?"	"A.Up"	"B.Down"	"C.There is not enough information"	"B.Down"	"Dogger bank is___"	"A. An Island"	"B. Under water"	"C.There is not enough information"	"B. Under water"
"Which Nation’s team is the least funded team exploring Dogger bank?"	"A.Great Britian’s"	"B.Denmark’s"	"C.There is not enough information"	"C.There is not enough information"	"A diver that was having a few problems at the surface has now reached the remote control submarine. She wants to reach the other divers, does she need to go up or down?"	"A.Up"	"B.Down"	"C.There is not enough information"	"B.Down"	"Dogger bank is___"	"A. An Island"	"B. Under water"	"C.There is not enough information"	"B. Under water"
"Which Nation’s team is the least funded team exploring Dogger bank?"	"A.Great Britian’s"	"B.Denmark’s"	"C.There is not enough information"	"A.Great Britian’s"	"A diver that was having a few problems at the surface has now reached the remote control submarine. She wants to reach the other divers, does she need to go up or down?"	"A.Up"	"B.Down"	"C.There is not enough information"	"C.There is not enough information"	"Dogger bank is___"	"A. An Island"	"B. Under water"	"C.There is not enough information"	"B. Under water"
"A diver that was having a few problems at the surface has now reached the remote control submarine. She wants to reach the other divers, does she need to go up or down?"	"A.Up"	"B.Down"	"C.There is not enough information"	"C.There is not enough information"	"Which Nation’s team is the least funded team exploring Dogger bank?"	"A.Great Britian’s"	"B.Denmark’s"	"C.There is not enough information"	"C.There is not enough information"	"Dogger bank is___"	"A. An Island"	"B. Under water"	"C.There is not enough information"	"B. Under water"
"A diver that was having a few problems at the surface has now reached the remote control submarine. She wants to reach the other divers, does she need to go up or down?"	"A.Up"	"B.Down"	"C.There is not enough information"	"B.Down"	"Which Nation’s team is the least funded team exploring Dogger bank?"	"A.Great Britian’s"	"B.Denmark’s"	"C.There is not enough information"	"A.Great Britian’s"	"Dogger bank is___"	"A. An Island"	"B. Under water"	"C.There is not enough information"	"B. Under water"
"A diver that was having a few problems at the surface has now reached the remote control submarine. She wants to reach the other divers, does she need to go up or down?"	"A.Up"	"B.Down"	"C.There is not enough information"	"C.There is not enough information"	"Which Nation’s team is the least funded team exploring Dogger bank?"	"A.Great Britian’s"	"B.Denmark’s"	"C.There is not enough information"	"A.Great Britian’s"	"Dogger bank is___"	"A. An Island"	"B. Under water"	"C.There is not enough information"	"B. Under water"
"A diver that was having a few problems at the surface has now reached the remote control submarine. She wants to reach the other divers, does she need to go up or down?"	"A.Up"	"B.Down"	"C.There is not enough information"	"B.Down"	"Which Nation’s team is the least funded team exploring Dogger bank?"	"A.Great Britian’s"	"B.Denmark’s"	"C.There is not enough information"	"C.There is not enough information"	"Dogger bank is___"	"A. An Island"	"B. Under water"	"C.There is not enough information"	"B. Under water"
"Who is least likely to come in and help with the catering?"	"A.Amanda"	"B.Jess"	"C.There is not enough information"	"C.There is not enough information"	"The lifeguard wants to quickly check everything is up to scratch and is standing infront of the water filter facing the pool. In which direction does he need to look to find the loose paving slab?"	"A.Left"	"B.Right"	"C.There is not enough information"	"C.There is not enough information"	"The pool has recently been refurbished before___"	"A.The start of summer"	"B.The start of winter"	"C.There is not enough information"	"A.The start of summer"
"Who is least likely to come in and help with the catering?"	"A.Amanda"	"B.Jess"	"C.There is not enough information"	"A.Amanda"	"The lifeguard wants to quickly check everything is up to scratch and is standing infront of the water filter facing the pool. In which direction does he need to look to find the loose paving slab?"	"A.Left"	"B.Right"	"C.There is not enough information"	"A.Left"	"The pool has recently been refurbished before___"	"A.The start of summer"	"B.The start of winter"	"C.There is not enough information"	"A.The start of summer"
"Who is least likely to come in and help with the catering?"	"A.Amanda"	"B.Jess"	"C.There is not enough information"	"C.There is not enough information"	"The lifeguard wants to quickly check everything is up to scratch and is standing infront of the water filter facing the pool. In which direction does he need to look to find the loose paving slab?"	"A.Left"	"B.Right"	"C.There is not enough information"	"A.Left"	"The pool has recently been refurbished before___"	"A.The start of summer"	"B.The start of winter"	"C.There is not enough information"	"A.The start of summer"
"Who is least likely to come in and help with the catering?"	"A.Amanda"	"B.Jess"	"C.There is not enough information"	"A.Amanda"	"The lifeguard wants to quickly check everything is up to scratch and is standing infront of the water filter facing the pool. In which direction does he need to look to find the loose paving slab?"	"A.Left"	"B.Right"	"C.There is not enough information"	"C.There is not enough information"	"The pool has recently been refurbished before___"	"A.The start of summer"	"B.The start of winter"	"C.There is not enough information"	"A.The start of summer"
"The lifeguard wants to quickly check everything is up to scratch and is standing infront of the water filter facing the pool. In which direction does he need to look to find the loose paving slab?"	"A.Left"	"B.Right"	"C.There is not enough information"	"C.There is not enough information"	"Who is least likely to come in and help with the catering?"	"A.Amanda"	"B.Jess"	"C.There is not enough information"	"C.There is not enough information"	"The pool has recently been refurbished before___"	"A.The start of summer"	"B.The start of winter"	"C.There is not enough information"	"A.The start of summer"
"The lifeguard wants to quickly check everything is up to scratch and is standing infront of the water filter facing the pool. In which direction does he need to look to find the loose paving slab?"	"A.Left"	"B.Right"	"C.There is not enough information"	"A.Left"	"Who is least likely to come in and help with the catering?"	"A.Amanda"	"B.Jess"	"C.There is not enough information"	"A.Amanda"	"The pool has recently been refurbished before___"	"A.The start of summer"	"B.The start of winter"	"C.There is not enough information"	"A.The start of summer"
"The lifeguard wants to quickly check everything is up to scratch and is standing infront of the water filter facing the pool. In which direction does he need to look to find the loose paving slab?"	"A.Left"	"B.Right"	"C.There is not enough information"	"C.There is not enough information"	"Who is least likely to come in and help with the catering?"	"A.Amanda"	"B.Jess"	"C.There is not enough information"	"A.Amanda"	"The pool has recently been refurbished before___"	"A.The start of summer"	"B.The start of winter"	"C.There is not enough information"	"A.The start of summer"
"The lifeguard wants to quickly check everything is up to scratch and is standing infront of the water filter facing the pool. In which direction does he need to look to find the loose paving slab?"	"A.Left"	"B.Right"	"C.There is not enough information"	"A.Left"	"Who is least likely to come in and help with the catering?"	"A.Amanda"	"B.Jess"	"C.There is not enough information"	"C.There is not enough information"	"The pool has recently been refurbished before___"	"A.The start of summer"	"B.The start of winter"	"C.There is not enough information"	"A.The start of summer"
"Who is likely to pledge the least in support of the Gallery?"	"A.Fred"	"B.Simon"	"C.There is not enough information"	"C.There is not enough information"	"Fred is standing by the Sculpture made of drifwood which way does he need to go to get to the sculpture made of plastic bottles?"	"A.Towards the sculpture of the whale"	"B.Away from the sculpture of the whale"	"C.There is not enough information"	"C.There is not enough information"	"The Gallery of Innsmouth is hosting famous artists from____"	"A.Overseas"	"B.The local area"	"C.There is not enough information"	"B.The local area"
"Who is likely to pledge the least in support of the Gallery?"	"A.Fred"	"B.Simon"	"C.There is not enough information"	"A.Fred"	"Fred is standing by the Sculpture made of drifwood which way does he need to go to get to the sculpture made of plastic bottles?"	"A.Towards the sculpture of the whale"	"B.Away from the sculpture of the whale"	"C.There is not enough information"	"A.Towards the Sculpture of the Whale"	"The Gallery of Innsmouth is hosting famous artists from____"	"A.Overseas"	"B.The local area"	"C.There is not enough information"	"B.The local area"
"Who is likely to pledge the least in support of the Gallery?"	"A.Fred"	"B.Simon"	"C.There is not enough information"	"C.There is not enough information"	"Fred is standing by the Sculpture made of drifwood which way does he need to go to get to the sculpture made of plastic bottles?"	"A.Towards the sculpture of the whale"	"B.Away from the sculpture of the whale"	"C.There is not enough information"	"A.Towards the Sculpture of the Whale"	"The Gallery of Innsmouth is hosting famous artists from____"	"A.Overseas"	"B.The local area"	"C.There is not enough information"	"B.The local area"
"Who is likely to pledge the least in support of the Gallery?"	"A.Fred"	"B.Simon"	"C.There is not enough information"	"A.Fred"	"Fred is standing by the Sculpture made of drifwood which way does he need to go to get to the sculpture made of plastic bottles?"	"A.Towards the sculpture of the whale"	"B.Away from the sculpture of the whale"	"C.There is not enough information"	"C.There is not enough information"	"The Gallery of Innsmouth is hosting famous artists from____"	"A.Overseas"	"B.The local area"	"C.There is not enough information"	"B.The local area"
"Fred is standing by the Sculpture made of drifwood which way does he need to go to get to the sculpture made of plastic bottles?"	"A.Towards the sculpture of the whale"	"B.Away from the sculpture of the whale"	"C.There is not enough information"	"C.There is not enough information"	"Who is likely to pledge the least in support of the Gallery?"	"A.Fred"	"B.Simon"	"C.There is not enough information"	"C.There is not enough information"	"The Gallery of Innsmouth is hosting famous artists from____"	"A.Overseas"	"B.The local area"	"C.There is not enough information"	"B.The local area"
"Fred is standing by the Sculpture made of drifwood which way does he need to go to get to the sculpture made of plastic bottles?"	"A.Towards the sculpture of the whale"	"B.Away from the sculpture of the whale"	"C.There is not enough information"	"A.Towards the Sculpture of the Whale"	"Who is likely to pledge the least in support of the Gallery?"	"A.Fred"	"B.Simon"	"C.There is not enough information"	"A.Fred"	"The Gallery of Innsmouth is hosting famous artists from____"	"A.Overseas"	"B.The local area"	"C.There is not enough information"	"B.The local area"
"Fred is standing by the Sculpture made of drifwood which way does he need to go to get to the sculpture made of plastic bottles?"	"A.Towards the sculpture of the whale"	"B.Away from the sculpture of the whale"	"C.There is not enough information"	"C.There is not enough information"	"Who is likely to pledge the least in support of the Gallery?"	"A.Fred"	"B.Simon"	"C.There is not enough information"	"A.Fred"	"The Gallery of Innsmouth is hosting famous artists from____"	"A.Overseas"	"B.The local area"	"C.There is not enough information"	"B.The local area"
"Fred is standing by the Sculpture made of drifwood which way does he need to go to get to the sculpture made of plastic bottles?"	"A.Towards the sculpture of the whale"	"B.Away from the sculpture of the whale"	"C.There is not enough information"	"A.Towards the Sculpture of the Whale"	"Who is likely to pledge the least in support of the Gallery?"	"A.Fred"	"B.Simon"	"C.There is not enough information"	"C.There is not enough information"	"The Gallery of Innsmouth is hosting famous artists from____"	"A.Overseas"	"B.The local area"	"C.There is not enough information"	"B.The local area"
